date,FU386000105.Q,FU385090005.Q,FU385050005.Q,FU155111003.Q,FU385012005.Q,FU385013005.Q,FU145020005.Q,FU385420005.Q,FU385000005.Q,FU384090005.Q,FU313011005.Q,FU383091005.Q,FU383020005.Q,FU383030005.Q,FU383034005.Q,FU382051005.Q,FU384022005.Q,FU383069105.Q,FU383061105.Q,FU383061705.Q,FU383062005.Q,FU383063005.Q,FU384023005.Q,FU383069005.Q,FU383065005.Q,FU383066005.Q,FU383064105.Q,FU383064205.Q,FU383070005.Q,FU153040005.Q,FU153050005.Q,FU383078005.Q,FU152090205.Q,FU103092005.Q,FU383090005.Q,FU384190005.Q,FU313111303.Q,FU713014003.Q,FU313112003.Q,FU384122005.Q,FU103169100.Q,FU313161105.Q,FU313161705.Q,FU383162005.Q,FU103163003.Q,FU384123005.Q,FU383168005.Q,FU383169005.Q,FU383165005.Q,FU153166000.Q,FU103164103.Q,FU383170005.Q,FU313140003.Q,FU143178005.Q,FU112090205.Q,FU143192005.Q,FU383190005.Q,FU387005005.Q
1982:Q1,234326.00,220223.00,227338.00,56652.00,28188.00,147865.00,-5367.00,0.00,-7115.00,128941.00,1019.00,-2320.00,-9519.00,35358.00,11406.00,-1729.00,18057.00,3720.00,9903.00,-6066.00,11066.00,-566.00,3421.00,-1644.00,7362.00,-2297.00,-5577.00,956.00,9101.00,1919.00,39055.00,-3049.00,-10358.00,5303.00,35899.00,136057.00,0.00,250.00,104.00,57769.00,7114.00,30133.00,-598.00,13210.00,7910.00,38186.00,22663.00,-477.00,20345.00,-4345.00,-1875.00,-7925.00,35.00,-614.00,-10385.00,1737.00,58775.00,14103.00
1982:Q2,243233.00,236378.00,234583.00,57293.00,27753.00,150579.00,-1042.00,0.00,1794.00,102679.00,1093.00,1244.00,-648.00,18342.00,10879.00,2186.00,24395.00,7166.00,10057.00,-1637.00,14989.00,-6180.00,15178.00,7444.00,6882.00,852.00,-3284.00,366.00,9815.00,2036.00,45481.00,-13186.00,-19946.00,4231.00,4497.00,100884.00,0.00,250.00,87.00,35482.00,1905.00,11131.00,-21.00,17367.00,5100.00,61219.00,21776.00,7255.00,24838.00,7350.00,675.00,9070.00,364.00,-5973.00,-20026.00,2234.00,17503.00,6856.00
1982:Q3,230702.00,256045.00,238384.00,57955.00,28142.00,150837.00,1450.00,0.00,17662.00,191856.00,836.00,-3042.00,29250.00,30033.00,25764.00,2104.00,29010.00,-7743.00,17799.00,2414.00,12174.00,4366.00,12142.00,5647.00,6226.00,269.00,-8581.00,1482.00,13845.00,1647.00,55387.00,2556.00,-16670.00,1912.00,14182.00,174194.00,0.00,400.00,71.00,92627.00,-2015.00,69581.00,-42.00,17123.00,7980.00,50705.00,13608.00,5627.00,25542.00,5928.00,-1875.00,7084.00,10.00,2183.00,-16764.00,2702.00,37051.00,-25343.00
1982:Q4,230455.00,212069.00,228906.00,60771.00,30330.00,147760.00,-9955.00,0.00,-16837.00,126818.00,1488.00,1795.00,19365.00,64719.00,-15332.00,515.00,13300.00,3324.00,1814.00,760.00,5513.00,1889.00,20347.00,7346.00,11385.00,1616.00,-19815.00,1796.00,-23648.00,2215.00,60166.00,3666.00,-10850.00,4574.00,2517.00,143655.00,0.00,400.00,95.00,76549.00,-13129.00,63398.00,-92.00,16696.00,9676.00,53863.00,9430.00,5317.00,29213.00,9903.00,4975.00,19273.00,437.00,1616.00,-11136.00,2869.00,-5286.00,18386.00
1983:Q1,224285.00,240462.00,229803.00,61763.00,35600.00,141205.00,-8765.00,0.00,10659.00,141967.00,1504.00,1626.00,-4478.00,56067.00,-23888.00,3274.00,25962.00,-637.00,17734.00,-952.00,13803.00,-3986.00,-4873.00,-3707.00,732.00,-1898.00,-7899.00,6688.00,14967.00,1916.00,59640.00,4798.00,-12147.00,1728.00,17081.00,131308.00,0.00,0.00,112.00,75556.00,3573.00,52889.00,36.00,12861.00,6197.00,22770.00,-5771.00,2537.00,30812.00,-4808.00,5725.00,-16699.00,28.00,6365.00,-12187.00,1089.00,48549.00,-16178.00
1983:Q2,232660.00,265324.00,250797.00,66512.00,39863.00,146341.00,-1918.00,0.00,14527.00,189962.00,281.00,-81.00,30687.00,34296.00,-16376.00,5526.00,39930.00,-4496.00,27904.00,1196.00,19511.00,-4185.00,11292.00,3932.00,5504.00,1856.00,-3461.00,8430.00,24660.00,2370.00,67723.00,-3922.00,-14973.00,3650.00,-70.00,175435.00,0.00,0.00,133.00,80359.00,-2338.00,49217.00,-43.00,22400.00,11123.00,75901.00,284.00,16083.00,47606.00,11928.00,9225.00,8535.00,405.00,-3557.00,-15048.00,3216.00,16266.00,-32664.00
1983:Q3,236487.00,277958.00,267815.00,69447.00,44130.00,155288.00,-1051.00,0.00,10144.00,199044.00,-111.00,1742.00,13267.00,48891.00,-2307.00,7321.00,36522.00,-5116.00,18666.00,373.00,12964.00,9635.00,7250.00,2807.00,3322.00,1121.00,-10240.00,4525.00,29596.00,2046.00,60904.00,2887.00,-15772.00,5378.00,7145.00,188900.00,0.00,0.00,137.00,82195.00,1698.00,59506.00,-24.00,16394.00,4621.00,87162.00,6666.00,7019.00,56703.00,16774.00,2125.00,1386.00,52.00,4078.00,-15757.00,3030.00,24492.00,-41472.00
1983:Q4,263615.00,263936.00,285237.00,73330.00,46125.00,159799.00,5983.00,0.00,-21301.00,162851.00,1219.00,1359.00,-8631.00,51583.00,-2075.00,1271.00,31393.00,9551.00,13058.00,1470.00,5794.00,1520.00,13319.00,3981.00,5839.00,3499.00,-6546.00,4286.00,839.00,2447.00,60582.00,4362.00,-9190.00,4288.00,12345.00,184152.00,0.00,0.00,86.00,53923.00,-3772.00,38260.00,-9.00,15402.00,4042.00,115709.00,25074.00,12072.00,54297.00,24266.00,2925.00,29066.00,473.00,-1979.00,-9422.00,1832.00,-8461.00,-322.00
1984:Q1,279137.00,277247.00,303298.00,76724.00,47586.00,160744.00,18246.00,0.00,-26051.00,227929.00,539.00,1401.00,2720.00,53405.00,14316.00,4795.00,36270.00,658.00,28886.00,1218.00,14243.00,-8735.00,3502.00,-1851.00,7642.00,-2289.00,-12698.00,6097.00,39899.00,1261.00,47085.00,7384.00,-7282.00,4272.00,24965.00,253980.00,0.00,0.00,174.00,75846.00,5743.00,46932.00,-37.00,14986.00,8222.00,84789.00,18123.00,9745.00,49789.00,7132.00,-15750.00,13691.00,86.00,4695.00,-7326.00,3184.00,94592.00,1890.00
1984:Q2,290750.00,325380.00,317356.00,78999.00,48859.00,172167.00,17330.00,0.00,8024.00,255250.00,613.00,1052.00,6896.00,58809.00,4623.00,5209.00,66679.00,6981.00,31451.00,2290.00,19150.00,6807.00,13641.00,2394.00,9757.00,1490.00,-17575.00,5143.00,36178.00,1523.00,40402.00,-8776.00,-19816.00,4932.00,55718.00,247226.00,0.00,0.00,155.00,74629.00,10945.00,34573.00,-12.00,20681.00,8442.00,134256.00,24101.00,13519.00,68847.00,27789.00,-26250.00,25683.00,454.00,-3502.00,-19479.00,8343.00,52938.00,-34630.00
1984:Q3,295959.00,308472.00,326522.00,79185.00,48886.00,180616.00,17835.00,0.00,-18050.00,225651.00,701.00,-4339.00,12200.00,45702.00,2886.00,6278.00,39975.00,3234.00,16051.00,7083.00,13611.00,-4.00,15331.00,6034.00,8883.00,414.00,-24166.00,6951.00,27926.00,1359.00,53586.00,-1662.00,-18458.00,3945.00,57438.00,243702.00,0.00,0.00,83.00,108425.00,6886.00,66775.00,-7.00,20976.00,13795.00,97081.00,4106.00,8770.00,62165.00,22040.00,-17925.00,5358.00,53.00,857.00,-18787.00,3082.00,65475.00,-12512.00
1984:Q4,306355.00,336071.00,326393.00,81909.00,49463.00,183026.00,11995.00,0.00,9678.00,197996.00,742.00,775.00,20106.00,64993.00,27458.00,4846.00,19789.00,8541.00,2560.00,8273.00,2471.00,-2056.00,25386.00,15028.00,6960.00,3398.00,-19172.00,4071.00,-21319.00,1907.00,58229.00,2492.00,-15476.00,4489.00,18681.00,188318.00,0.00,0.00,141.00,102167.00,-1859.00,67564.00,-11.00,18854.00,17619.00,133388.00,27169.00,24272.00,57202.00,24745.00,-19050.00,12845.00,491.00,2541.00,-15427.00,4891.00,-33668.00,-29715.00
1985:Q1,297541.00,268128.00,319844.00,85783.00,49525.00,180478.00,4058.00,0.00,-51716.00,218602.00,85.00,-601.00,-20885.00,45539.00,7029.00,9588.00,67528.00,-6380.00,24762.00,3365.00,22816.00,22965.00,16148.00,1883.00,17137.00,-2872.00,-28497.00,11594.00,34173.00,2113.00,49676.00,2032.00,-10810.00,3227.00,30663.00,270318.00,0.00,0.00,277.00,99429.00,4482.00,51151.00,-14.00,25310.00,18500.00,85901.00,10509.00,6226.00,59727.00,9439.00,-21750.00,2926.00,36.00,1012.00,-10984.00,5205.00,108266.00,29412.00
1985:Q2,295260.00,262435.00,332330.00,87005.00,50238.00,189675.00,5412.00,0.00,-69895.00,189381.00,244.00,-878.00,30636.00,25392.00,4390.00,4812.00,57475.00,-3098.00,11268.00,17008.00,20893.00,11404.00,23649.00,14535.00,7529.00,1585.00,-36377.00,18628.00,15235.00,2847.00,59698.00,-10416.00,-16160.00,4057.00,6149.00,259276.00,0.00,0.00,18.00,107881.00,5914.00,49853.00,-9.00,29988.00,22135.00,116830.00,11914.00,14724.00,66623.00,23569.00,-17500.00,11793.00,469.00,-3366.00,-16254.00,4225.00,55180.00,32826.00
1985:Q3,300375.00,270189.00,342514.00,92413.00,51893.00,194132.00,4076.00,0.00,-72324.00,210098.00,-3.00,1014.00,19373.00,39007.00,-3844.00,6967.00,31358.00,1810.00,15756.00,-2863.00,12924.00,3731.00,6822.00,3943.00,1870.00,1009.00,-26753.00,19028.00,12529.00,2817.00,48824.00,4685.00,-8294.00,3136.00,53431.00,282422.00,0.00,0.00,80.00,111637.00,150.00,60729.00,-6.00,31691.00,19073.00,106761.00,5248.00,7090.00,68110.00,26313.00,-19500.00,3980.00,56.00,3782.00,-8580.00,3717.00,80489.00,30185.00
1985:Q4,308271.00,274434.00,344319.00,89453.00,53688.00,192898.00,8280.00,0.00,-69885.00,372018.00,1580.00,4020.00,40221.00,40421.00,-5723.00,-906.00,126963.00,-765.00,58052.00,4511.00,51832.00,13333.00,21688.00,17674.00,-391.00,4405.00,-35943.00,28840.00,-4756.00,3772.00,68623.00,1685.00,15792.00,3894.00,61847.00,441903.00,0.00,100.00,12.00,252609.00,4052.00,103920.00,2.00,121167.00,23468.00,133095.00,20809.00,22101.00,65516.00,24669.00,-25750.00,45005.00,547.00,-1141.00,16224.00,5027.00,16175.00,33837.00
1986:Q1,305242.00,328867.00,342411.00,92144.00,56035.00,186633.00,7599.00,0.00,-13544.00,93149.00,19.00,1872.00,-17260.00,40936.00,21288.00,226.00,-20749.00,-9293.00,-23964.00,-5098.00,-821.00,18427.00,5075.00,5765.00,1697.00,-2387.00,-19873.00,33898.00,-14717.00,3930.00,50857.00,5090.00,-3636.00,6862.00,-669.00,106693.00,0.00,0.00,211.00,64275.00,-2693.00,35170.00,-54.00,-4106.00,35958.00,59543.00,5337.00,10162.00,47819.00,-3775.00,-15075.00,-29315.00,30.00,1560.00,-3814.00,3554.00,25724.00,-23625.00
1986:Q2,296116.00,326269.00,351079.00,95830.00,59967.00,191366.00,3916.00,0.00,-24810.00,202825.00,-119.00,1294.00,49473.00,19286.00,9471.00,809.00,47938.00,-1028.00,17219.00,-3431.00,18392.00,16786.00,2019.00,-2370.00,2907.00,1482.00,-28611.00,33802.00,17846.00,4596.00,51458.00,-8109.00,-835.00,5310.00,-2803.00,227635.00,0.00,100.00,93.00,122030.00,-860.00,56764.00,2.00,26854.00,39270.00,115290.00,4394.00,13913.00,75891.00,21092.00,-21825.00,-1241.00,496.00,-443.00,-1400.00,6923.00,7612.00,-30153.00
1986:Q3,303847.00,355281.00,361930.00,104868.00,61527.00,197290.00,-1755.00,0.00,-6649.00,284651.00,-479.00,-429.00,15819.00,43045.00,17186.00,6678.00,19241.00,11931.00,21770.00,8862.00,-14337.00,-8985.00,6032.00,5980.00,-863.00,915.00,-27963.00,31378.00,21660.00,4573.00,62956.00,1928.00,554.00,4807.00,77664.00,291300.00,0.00,200.00,76.00,117008.00,4125.00,68546.00,394.00,15611.00,28332.00,114947.00,-3257.00,10238.00,85969.00,21997.00,-21200.00,13776.00,73.00,2189.00,318.00,7582.00,56331.00,-51434.00
1986:Q4,315569.00,390760.00,357081.00,103792.00,62467.00,194012.00,-3190.00,0.00,33679.00,291190.00,-163.00,1217.00,76035.00,39864.00,-5354.00,-1165.00,65192.00,-2254.00,43227.00,-670.00,14928.00,9961.00,13347.00,9007.00,-162.00,4502.00,-46327.00,34773.00,-16010.00,5164.00,76251.00,2133.00,-4605.00,2021.00,48817.00,257511.00,0.00,0.00,109.00,119929.00,-9914.00,84698.00,49.00,21540.00,23556.00,167916.00,58302.00,15573.00,77574.00,16467.00,-26875.00,39092.00,443.00,2142.00,-4821.00,14924.00,-55348.00,-75190.00
1987:Q1,312259.00,306733.00,354595.00,98314.00,62773.00,186515.00,6993.00,0.00,-47863.00,122608.00,-1334.00,-2441.00,-62232.00,14751.00,11648.00,3179.00,26258.00,-2533.00,4048.00,-14531.00,22167.00,17107.00,-2336.00,-7179.00,7437.00,-2594.00,-34710.00,49034.00,37311.00,7005.00,51976.00,1172.00,-7598.00,6197.00,24728.00,170471.00,0.00,0.00,128.00,79508.00,728.00,23992.00,986.00,28661.00,25141.00,29142.00,-17219.00,285.00,68114.00,-22038.00,-10875.00,11027.00,127.00,1353.00,-7244.00,13892.00,53413.00,5526.00
1987:Q2,320627.00,361987.00,367206.00,103155.00,63760.00,196161.00,4131.00,0.00,-5220.00,204953.00,-1774.00,-1092.00,53063.00,34774.00,-5380.00,3494.00,59855.00,796.00,17717.00,1454.00,25262.00,14626.00,1959.00,-922.00,733.00,2148.00,-44215.00,10595.00,18220.00,6386.00,49997.00,-6045.00,-9689.00,7555.00,27250.00,210172.00,0.00,0.00,107.00,75814.00,4323.00,38124.00,-467.00,16113.00,17721.00,133168.00,7239.00,17727.00,92206.00,15996.00,-19125.00,-1281.00,489.00,3002.00,-9276.00,10207.00,17068.00,-41360.00
1987:Q3,334427.00,391879.00,377605.00,108191.00,63943.00,205216.00,254.00,0.00,14274.00,216547.00,-125.00,-940.00,1033.00,32829.00,3668.00,5534.00,63513.00,-2486.00,15943.00,7898.00,26507.00,15651.00,-1072.00,59.00,-2635.00,1504.00,-17827.00,902.00,24079.00,7314.00,69044.00,-1820.00,-6409.00,7488.00,29337.00,202273.00,0.00,0.00,114.00,81038.00,192.00,36033.00,-226.00,24488.00,20551.00,111255.00,12406.00,6434.00,73091.00,19324.00,-17500.00,15465.00,1031.00,897.00,-6305.00,20474.00,-4196.00,-57452.00
1987:Q4,353553.00,383615.00,388291.00,105703.00,65032.00,201786.00,15771.00,0.00,-4677.00,256393.00,-2131.00,1403.00,9109.00,70302.00,12467.00,-1987.00,63180.00,8449.00,26437.00,15589.00,27193.00,-14488.00,-497.00,-13358.00,6908.00,5953.00,-33015.00,-15599.00,-2575.00,6236.00,58021.00,989.00,-4651.00,8470.00,86671.00,261070.00,0.00,0.00,120.00,109778.00,-3644.00,74497.00,1243.00,22330.00,15352.00,115849.00,11058.00,-1727.00,87515.00,19003.00,-28000.00,46465.00,-442.00,412.00,-4703.00,8552.00,13039.00,-30062.00
1988:Q1,354919.00,330067.00,374620.00,109409.00,63534.00,197438.00,4239.00,0.00,-44553.00,188967.00,-1041.00,2037.00,-20262.00,49585.00,26727.00,-2471.00,8996.00,-3735.00,8069.00,-5081.00,7518.00,2225.00,4991.00,271.00,7835.00,-3115.00,-38076.00,2019.00,40105.00,5974.00,76042.00,6788.00,-6005.00,2620.00,30937.00,233520.00,0.00,0.00,129.00,71219.00,-261.00,37327.00,-123.00,8779.00,25497.00,84013.00,6458.00,21543.00,60920.00,-4908.00,-25250.00,12344.00,21.00,1475.00,-6213.00,12942.00,82840.00,24852.00
1988:Q2,360726.00,341082.00,388510.00,110056.00,65307.00,208236.00,4912.00,0.00,-47428.00,193931.00,-146.00,7470.00,34629.00,25020.00,-21544.00,3477.00,47051.00,12210.00,20693.00,2641.00,12831.00,-1324.00,11954.00,2060.00,7977.00,1917.00,-27660.00,-735.00,40044.00,7228.00,68069.00,-12165.00,-5676.00,3551.00,13364.00,241359.00,0.00,0.00,100.00,73604.00,4340.00,24529.00,1931.00,11741.00,31063.00,133074.00,20684.00,7698.00,88296.00,16396.00,-34875.00,13072.00,520.00,-1834.00,-6049.00,20928.00,42819.00,19644.00
1988:Q3,369399.00,404544.00,393355.00,109397.00,65712.00,213701.00,4545.00,0.00,11189.00,242428.00,3613.00,1063.00,-1274.00,48907.00,1366.00,1195.00,67405.00,15253.00,18333.00,17780.00,16670.00,-631.00,10829.00,2446.00,7426.00,957.00,-7016.00,-6033.00,15626.00,6300.00,72921.00,923.00,-9701.00,7590.00,28714.00,231239.00,0.00,0.00,120.00,96991.00,2456.00,47844.00,5224.00,16488.00,24979.00,122007.00,4425.00,15202.00,86670.00,15710.00,-20750.00,633.00,37.00,-349.00,-9518.00,16405.00,25663.00,-35144.00
1988:Q4,378265.00,372759.00,398761.00,113065.00,67304.00,213606.00,4786.00,0.00,-26003.00,374620.00,-1036.00,-4366.00,17040.00,44243.00,7766.00,-1596.00,83786.00,13633.00,32772.00,28974.00,19088.00,-10681.00,6227.00,-9215.00,8472.00,6970.00,-41221.00,-3509.00,11685.00,8223.00,76513.00,1287.00,-12052.00,-1929.00,183559.00,400623.00,0.00,0.00,162.00,116504.00,5373.00,60772.00,10402.00,18379.00,21578.00,123368.00,14566.00,3122.00,86312.00,19368.00,-48625.00,56338.00,595.00,123.00,-11750.00,20403.00,143505.00,5507.00
1989:Q1,382144.00,324624.00,402608.00,113155.00,66428.00,210991.00,12034.00,0.00,-77984.00,220993.00,1948.00,-2487.00,-46517.00,18168.00,26795.00,6741.00,31616.00,7816.00,16559.00,9513.00,5217.00,-7489.00,-8563.00,1882.00,-2341.00,-8104.00,-27929.00,-1173.00,35735.00,3343.00,58072.00,11955.00,-2368.00,12373.00,103284.00,298976.00,0.00,350.00,140.00,65699.00,10471.00,33448.00,-294.00,7503.00,14571.00,63446.00,1711.00,20837.00,50011.00,-9113.00,-43075.00,11591.00,22.00,5854.00,-2425.00,17007.00,180368.00,57521.00
1989:Q2,371792.00,343645.00,409911.00,114758.00,65499.00,220589.00,9064.00,0.00,-66266.00,141289.00,6082.00,-1630.00,26199.00,6632.00,17263.00,2145.00,30944.00,-8683.00,25301.00,1580.00,7931.00,4815.00,4551.00,6266.00,-3454.00,1739.00,-34290.00,8187.00,32378.00,8755.00,74134.00,-17240.00,-11277.00,3829.00,-15373.00,207555.00,0.00,3150.00,180.00,60447.00,13912.00,16735.00,1283.00,7119.00,21398.00,123402.00,13285.00,23747.00,69946.00,16424.00,-24675.00,14993.00,527.00,-4374.00,-10434.00,13342.00,30998.00,28147.00
1989:Q3,381630.00,349662.00,416490.00,117619.00,65091.00,231324.00,2457.00,0.00,-66827.00,159589.00,2943.00,-2885.00,-12192.00,20784.00,31972.00,2308.00,44017.00,-5413.00,10526.00,19063.00,13528.00,6313.00,-13143.00,-10953.00,-3574.00,1384.00,-32921.00,9611.00,11524.00,5989.00,70349.00,2078.00,-12247.00,5839.00,25562.00,226417.00,0.00,0.00,110.00,87689.00,3214.00,48944.00,1775.00,17919.00,15837.00,87293.00,978.00,-4418.00,76143.00,14590.00,-36575.00,6030.00,-8.00,7.00,-12228.00,14643.00,79455.00,31967.00
1989:Q4,377892.00,371245.00,409629.00,114419.00,64374.00,226698.00,4138.00,0.00,-38384.00,227630.00,1711.00,918.00,30652.00,36735.00,3049.00,2754.00,80369.00,2123.00,23476.00,28318.00,19405.00,7047.00,16131.00,10708.00,-2630.00,8053.00,-20199.00,13631.00,-24096.00,10348.00,65856.00,2411.00,-10296.00,4026.00,13631.00,266014.00,0.00,0.00,137.00,112194.00,-6161.00,80164.00,-1145.00,17295.00,22041.00,117762.00,8840.00,15187.00,68657.00,25078.00,-19825.00,28089.00,616.00,-2913.00,-9366.00,18743.00,20577.00,6647.00
1990:Q1,376962.00,423051.00,415421.00,120535.00,65278.00,226120.00,3489.00,0.00,7630.00,190479.00,1598.00,845.00,-38817.00,7211.00,28865.00,-386.00,21997.00,-17052.00,43400.00,-9180.00,7518.00,-2689.00,2361.00,-1913.00,9591.00,-5317.00,3301.00,7849.00,8531.00,6305.00,74539.00,6513.00,4127.00,12860.00,42780.00,182849.00,0.00,0.00,150.00,97032.00,18922.00,46138.00,7393.00,17696.00,6883.00,63284.00,-13687.00,28878.00,65058.00,-16965.00,-17250.00,-4681.00,-4.00,4331.00,4121.00,15104.00,20762.00,-46089.00
1990:Q2,378332.00,421939.00,420920.00,116563.00,63533.00,232399.00,8425.00,0.00,1020.00,169776.00,-326.00,439.00,24379.00,-4808.00,-14456.00,2925.00,49374.00,-2060.00,14775.00,13609.00,14051.00,8999.00,15201.00,1084.00,13044.00,1073.00,-15519.00,12805.00,37883.00,7585.00,79584.00,-15494.00,3336.00,6648.00,-19780.00,168756.00,0.00,0.00,161.00,75747.00,2625.00,43034.00,1343.00,12289.00,16456.00,92335.00,6265.00,15521.00,64157.00,6392.00,-12000.00,12142.00,548.00,-5044.00,3649.00,13354.00,-12136.00,-43607.00
1990:Q3,373983.00,448697.00,421531.00,115431.00,60476.00,240157.00,5467.00,0.00,27166.00,286532.00,-1053.00,-405.00,-4821.00,17202.00,23529.00,1387.00,57285.00,7780.00,38306.00,7274.00,2043.00,1882.00,21265.00,4500.00,16275.00,490.00,-7545.00,-600.00,34901.00,6834.00,72961.00,5215.00,7527.00,15838.00,37012.00,259366.00,0.00,0.00,99.00,97652.00,3152.00,77082.00,-330.00,10299.00,7449.00,79587.00,831.00,9819.00,55347.00,13590.00,-18500.00,25722.00,35.00,3860.00,7521.00,19248.00,44142.00,-74714.00
1990:Q4,376204.00,450640.00,401833.00,112479.00,56275.00,235913.00,-2834.00,0.00,48808.00,255936.00,593.00,543.00,19642.00,24324.00,11151.00,1159.00,98433.00,19060.00,28208.00,6359.00,5341.00,39465.00,17286.00,3977.00,6243.00,7066.00,-30638.00,9986.00,-48678.00,6099.00,71786.00,-1993.00,5418.00,298.00,70528.00,207128.00,0.00,1500.00,543.00,115469.00,-14959.00,105844.00,-253.00,8537.00,16300.00,67304.00,952.00,13072.00,41191.00,12089.00,-15250.00,11535.00,609.00,-2551.00,5807.00,12117.00,10046.00,-74436.00
1991:Q1,386781.00,433013.00,386461.00,110316.00,53572.00,226454.00,-3880.00,0.00,46551.00,172253.00,329.00,1164.00,-6832.00,6482.00,53334.00,-2912.00,-26086.00,-16894.00,-10718.00,-10268.00,-2897.00,14691.00,2880.00,-1319.00,12154.00,-7955.00,7614.00,17783.00,-18764.00,6029.00,63215.00,5635.00,3370.00,11282.00,47731.00,125702.00,0.00,0.00,-298.00,79978.00,2999.00,50656.00,-6000.00,13159.00,19164.00,-19364.00,-20349.00,-20463.00,43632.00,-22184.00,-1500.00,-34426.00,61.00,-3550.00,3314.00,5353.00,96134.00,-46231.00
1991:Q2,368336.00,347823.00,397121.00,111148.00,56344.00,234138.00,-4508.00,0.00,-49298.00,120628.00,-442.00,-2752.00,16695.00,-48788.00,-26108.00,5075.00,36500.00,-15246.00,11773.00,6906.00,20595.00,12472.00,5903.00,-3526.00,11230.00,-1801.00,779.00,22958.00,29611.00,8537.00,80959.00,-12506.00,3286.00,7211.00,-6289.00,169927.00,0.00,0.00,112.00,96413.00,-414.00,54053.00,-1550.00,20188.00,24136.00,49228.00,-10554.00,-3634.00,64317.00,-901.00,3000.00,16174.00,572.00,-7124.00,3160.00,1103.00,7289.00,20513.00
1991:Q3,368499.00,394102.00,409548.00,113273.00,58138.00,237926.00,211.00,0.00,-15446.00,222596.00,-1884.00,1431.00,6634.00,-16289.00,-8067.00,1175.00,56130.00,3858.00,29546.00,6339.00,27308.00,-10921.00,12157.00,8105.00,4194.00,-142.00,-2940.00,27949.00,14691.00,4400.00,79590.00,1409.00,11348.00,9335.00,25527.00,238041.00,0.00,0.00,100.00,148232.00,-12421.00,117145.00,-7198.00,30297.00,20409.00,2178.00,-2432.00,818.00,2598.00,1194.00,4750.00,20187.00,-109.00,4123.00,11033.00,-3893.00,51440.00,-25603.00
1991:Q4,381769.00,405848.00,410217.00,111664.00,58338.00,232432.00,7783.00,0.00,-4369.00,228953.00,-612.00,2903.00,80823.00,-29334.00,4034.00,2816.00,35921.00,-1017.00,12476.00,6347.00,10288.00,7827.00,22376.00,22404.00,-5773.00,5745.00,6994.00,34979.00,-34662.00,6206.00,81848.00,264.00,9317.00,10255.00,-5174.00,233322.00,0.00,0.00,126.00,145823.00,-8539.00,108533.00,954.00,29816.00,15059.00,24687.00,-15843.00,-8972.00,36421.00,13081.00,12000.00,37673.00,672.00,-2380.00,9356.00,-3926.00,9292.00,-24078.00
1992:Q1,374783.00,432014.00,403767.00,116320.00,61682.00,225694.00,62.00,11.00,28247.00,294632.00,565.00,-1456.00,-24670.00,-21896.00,22920.00,-1063.00,28286.00,-16852.00,59912.00,2678.00,-12635.00,-4817.00,-21401.00,-16979.00,2534.00,-6956.00,27635.00,33950.00,17340.00,7200.00,74875.00,13632.00,8043.00,14246.00,116425.00,266385.00,0.00,0.00,18.00,111514.00,11957.00,79859.00,-2791.00,3374.00,19115.00,-9358.00,-14306.00,-3184.00,30360.00,-22228.00,11500.00,-14374.00,-116.00,5813.00,8114.00,2033.00,151241.00,-57231.00
1992:Q2,382538.00,410899.00,425546.00,117447.00,65105.00,237184.00,5802.00,8.00,-14647.00,147480.00,-647.00,396.00,41233.00,-12661.00,-12114.00,7223.00,18521.00,5276.00,355.00,6229.00,-428.00,7089.00,2883.00,8274.00,-6232.00,841.00,-14352.00,34563.00,42809.00,4422.00,87161.00,-14935.00,7434.00,11141.00,-55598.00,162128.00,0.00,0.00,72.00,105903.00,1562.00,73165.00,97.00,11638.00,19441.00,23748.00,-2023.00,4597.00,22196.00,-1021.00,9000.00,24314.00,613.00,-2971.00,7592.00,6917.00,-13061.00,-28361.00
1992:Q3,389147.00,406435.00,434986.00,120050.00,65656.00,244146.00,5128.00,6.00,-28551.00,169984.00,-827.00,1203.00,38350.00,-49397.00,-22639.00,-845.00,27928.00,1477.00,14298.00,22515.00,-511.00,-9851.00,-7331.00,59.00,-8360.00,970.00,19483.00,42945.00,12176.00,9165.00,91384.00,-1027.00,12448.00,9180.00,-12212.00,198535.00,0.00,0.00,47.00,116936.00,-3780.00,88804.00,2257.00,14218.00,15437.00,39043.00,-10551.00,1706.00,38287.00,9601.00,3000.00,13441.00,167.00,4161.00,11999.00,-591.00,10332.00,-17288.00
1992:Q4,396599.00,383572.00,437382.00,122623.00,66400.00,243018.00,5336.00,5.00,-53810.00,144153.00,-822.00,386.00,42051.00,-32388.00,-14987.00,2730.00,26197.00,11780.00,26188.00,4084.00,-27878.00,12023.00,931.00,-1268.00,-5699.00,7898.00,-3725.00,38886.00,-41242.00,7811.00,87647.00,1880.00,1761.00,5391.00,21646.00,197962.00,0.00,-2000.00,83.00,108937.00,-1110.00,101712.00,667.00,-5908.00,13576.00,55821.00,5076.00,8372.00,19537.00,22836.00,3500.00,33706.00,775.00,91.00,1885.00,-1510.00,-3326.00,13027.00
