1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2007:Q2,10013869.00,2820106.00,5971004.00,171758.00,3673821.00,959819.00,242353.00,93615.00,465765.00,363873.00,1222759.00,10013869.00,784748.00,0.00,152817.00,612871.00,291981.00,320890.00,352433.00,458.00,35934.00,0.00,35934.00,282651.00,82982.00,199669.00,1858849.00,420457.00,1438392.00,355528.00,5419.00,433168.00,435893.00,698368.00,76411.00,10107.00,501240.00,414803.00,86437.00,191967.00,65590.00,418032.00,13956.00,59324.00,2668105.00,902220.00,1765885.00
2007:Q3,10479161.00,2834073.00,6274423.00,176852.00,3912044.00,983875.00,237637.00,86273.00,489734.00,388008.00,1370665.00,10479161.00,1027537.00,0.00,156264.00,690524.00,316748.00,373776.00,356388.00,779.00,36197.00,0.00,36197.00,285331.00,85196.00,200135.00,1870947.00,425428.00,1445519.00,360752.00,6194.00,441358.00,423219.00,744439.00,74207.00,11536.00,480572.00,389321.00,91251.00,195949.00,38588.00,416966.00,17853.00,141511.00,2702050.00,871747.00,1830303.00
2007:Q4,10657572.00,2867812.00,6364056.00,184763.00,3974628.00,974097.00,231327.00,64803.00,515955.00,418483.00,1425704.00,10657572.00,1188261.00,0.00,158914.00,715535.00,383650.00,331885.00,373133.00,476.00,34551.00,0.00,34551.00,282740.00,87469.00,195271.00,1858727.00,430409.00,1428318.00,365975.00,6290.00,449121.00,384558.00,747638.00,71898.00,13902.00,464350.00,373407.00,90943.00,189350.00,34430.00,382792.00,35881.00,124024.00,2775026.00,852207.00,1922819.00
2008:Q1,10708417.00,2891137.00,6419663.00,184953.00,3979395.00,1004507.00,207735.00,80369.00,551368.00,411336.00,1397617.00,10708417.00,1272745.00,0.00,160063.00,717020.00,396809.00,320211.00,388167.00,670.00,35710.00,2829.00,32881.00,272808.00,85457.00,187351.00,1797003.00,393967.00,1403036.00,367125.00,6851.00,465847.00,406443.00,736999.00,67713.00,17064.00,460816.00,373297.00,87519.00,198352.00,23428.00,362689.00,34956.00,136908.00,2779040.00,810293.00,1968747.00
2008:Q2,10686073.00,2958916.00,6410183.00,184463.00,3918826.00,989288.00,206822.00,84481.00,610660.00,415643.00,1316974.00,10686073.00,1424168.00,0.00,158375.00,711120.00,375701.00,335419.00,363926.00,618.00,35262.00,2965.00,32297.00,263612.00,83492.00,180120.00,1733752.00,360631.00,1373121.00,368274.00,6752.00,484688.00,389740.00,785440.00,64063.00,20270.00,437606.00,354922.00,82684.00,197768.00,21568.00,264958.00,37352.00,164793.00,2751968.00,759673.00,1992295.00
2008:Q3,10415647.00,2978423.00,6278718.00,176219.00,3852268.00,980544.00,194816.00,76926.00,566328.00,431617.00,1158506.00,10415647.00,1827600.00,0.00,154422.00,679177.00,360297.00,318880.00,359837.00,441.00,33019.00,3281.00,29738.00,252583.00,81572.00,171011.00,1651540.00,330081.00,1321459.00,369423.00,6076.00,501256.00,292496.00,698841.00,52804.00,21989.00,404635.00,325956.00,78679.00,195057.00,20066.00,208208.00,38842.00,203757.00,2443578.00,636376.00,1807202.00
2008:Q4,10169136.00,2982633.00,6095306.00,184816.00,3659113.00,924456.00,171032.00,97067.00,638927.00,419895.00,1091197.00,10169136.00,2015382.00,0.00,152849.00,652363.00,314573.00,337790.00,405369.00,510.00,28940.00,3286.00,25654.00,243250.00,79696.00,163554.00,1568344.00,302146.00,1266198.00,370573.00,5775.00,473044.00,233268.00,617149.00,40254.00,27294.00,386606.00,309113.00,77493.00,192364.00,11662.00,123788.00,35835.00,200608.00,2383909.00,583602.00,1800307.00
2009:Q1,10531302.00,3087341.00,6333617.00,170281.00,3537757.00,908012.00,151947.00,82039.00,1040239.00,443342.00,1110344.00,10531302.00,2534203.00,0.00,150159.00,687663.00,282407.00,405256.00,355572.00,192.00,21116.00,3505.00,17611.00,255615.00,77292.00,178323.00,1651298.00,310642.00,1340656.00,366382.00,5785.00,453922.00,205029.00,619687.00,38827.00,33102.00,363452.00,354906.00,8546.00,199695.00,12219.00,102227.00,31988.00,198113.00,2245056.00,514544.00,1730512.00
2009:Q2,10571258.00,3151653.00,6165080.00,167486.00,3408349.00,858003.00,148694.00,97137.00,1048748.00,436663.00,1254525.00,10571258.00,2286024.00,372.00,152243.00,706852.00,278742.00,428110.00,306952.00,1475.00,21580.00,3611.00,17969.00,271387.00,74960.00,196427.00,1717733.00,319387.00,1398346.00,362191.00,5889.00,385783.00,202480.00,744616.00,45340.00,41494.00,372878.00,364285.00,8593.00,204739.00,13884.00,120561.00,29506.00,197309.00,2379970.00,508292.00,1871678.00
2009:Q3,10612072.00,3173867.00,6066324.00,160618.00,3298521.00,854287.00,144520.00,104025.00,1066159.00,438194.00,1371881.00,10612072.00,1968489.00,546.00,156105.00,721849.00,275705.00,446144.00,292575.00,2342.00,21464.00,3599.00,17865.00,287702.00,72699.00,215003.00,1810919.00,328394.00,1482525.00,358000.00,5897.00,365054.00,171651.00,863762.00,50869.00,50641.00,372734.00,364304.00,8430.00,199890.00,15576.00,152257.00,33135.00,193517.00,2517098.00,506167.00,2010931.00
2009:Q4,10475172.00,3194385.00,5833036.00,176344.00,3095454.00,837488.00,144389.00,92851.00,1028723.00,457787.00,1447751.00,10475172.00,1802378.00,560.00,157617.00,668191.00,262944.00,405247.00,247577.00,2005.00,22273.00,3626.00,18647.00,305509.00,70506.00,235003.00,1910097.00,337595.00,1572502.00,353809.00,5737.00,370883.00,173322.00,989898.00,52636.00,57806.00,296013.00,288155.00,7858.00,198615.00,16004.00,154388.00,31056.00,175276.00,2483522.00,484800.00,1998722.00
2010:Q1,10355335.00,3250278.00,5572344.00,420483.00,2584710.00,858129.00,153289.00,92252.00,996676.00,466805.00,1532713.00,10355335.00,1606795.00,581.00,158195.00,605354.00,227872.00,377482.00,239780.00,1426.00,22081.00,3592.00,18489.00,313266.00,69083.00,244183.00,1959264.00,344873.00,1614391.00,374111.00,5584.00,371071.00,179652.00,1064260.00,54892.00,63453.00,295182.00,275611.00,19571.00,185636.00,18384.00,162827.00,33628.00,180956.00,2458957.00,464081.00,1994876.00
2010:Q2,10201454.00,3256462.00,5417100.00,427890.00,2463505.00,833988.00,146903.00,100907.00,977338.00,466569.00,1527892.00,10201454.00,1448631.00,652.00,158180.00,582215.00,202307.00,379908.00,257183.00,549.00,21694.00,3313.00,18381.00,321196.00,67689.00,253507.00,2008790.00,352301.00,1656489.00,394414.00,5473.00,369684.00,172811.00,1069720.00,53799.00,69107.00,285723.00,265011.00,20712.00,188716.00,19222.00,161867.00,17416.00,175425.00,2418987.00,445344.00,1973643.00
2010:Q3,10347487.00,3337966.00,5338286.00,414339.00,2348844.00,822511.00,148914.00,96115.00,1027783.00,479780.00,1671235.00,10347487.00,1110055.00,757.00,162309.00,577779.00,187883.00,389896.00,368431.00,537.00,14757.00,3218.00,11539.00,329317.00,66323.00,262994.00,2059464.00,359893.00,1699571.00,414716.00,5786.00,361970.00,164147.00,1201942.00,57065.00,79903.00,278737.00,254891.00,23846.00,181558.00,20862.00,170340.00,42213.00,168977.00,2575865.00,445239.00,2130626.00
2010:Q4,10437836.00,3372738.00,5387449.00,377069.00,2221224.00,1077252.00,145389.00,129722.00,982201.00,454592.00,1677649.00,10437836.00,1401352.00,880.00,165633.00,550515.00,174892.00,375623.00,238161.00,587.00,6620.00,6121.00,499.00,337618.00,64985.00,272633.00,2112129.00,367664.00,1744465.00,435018.00,5907.00,377338.00,157329.00,1224377.00,58019.00,78159.00,266450.00,241637.00,24813.00,84123.00,23178.00,189549.00,38348.00,163439.00,2523107.00,441382.00,2081725.00
2011:Q1,10414821.00,3405143.00,5279568.00,362483.00,2127938.00,1059174.00,152863.00,128238.00,984377.00,464495.00,1730110.00,10414821.00,1257074.00,879.00,164795.00,533727.00,165860.00,367867.00,224362.00,5873.00,6401.00,5939.00,462.00,345923.00,66501.00,279422.00,2158325.00,383164.00,1775161.00,445950.00,6134.00,382316.00,158074.00,1293627.00,59557.00,84324.00,259196.00,232982.00,26214.00,84436.00,25804.00,202420.00,40461.00,139705.00,2535458.00,432892.00,2102566.00
2011:Q2,10498634.00,3450345.00,5181470.00,361279.00,2078524.00,1053382.00,152791.00,110065.00,934342.00,491087.00,1866819.00,10498634.00,1243688.00,879.00,164611.00,526653.00,152751.00,373902.00,232625.00,5229.00,6231.00,5779.00,452.00,351659.00,68052.00,283607.00,2190067.00,399316.00,1790751.00,456882.00,6668.00,381552.00,157590.00,1329184.00,59620.00,91798.00,252228.00,225441.00,26787.00,86157.00,27385.00,187389.00,40604.00,134853.00,2565082.00,426431.00,2138651.00
2011:Q3,10504217.00,3498384.00,5097154.00,360626.00,2009747.00,1053013.00,151539.00,99211.00,912658.00,510360.00,1908679.00,10504217.00,1347470.00,813.00,164724.00,546337.00,153690.00,392647.00,258668.00,4527.00,5971.00,5554.00,417.00,360731.00,69640.00,291091.00,2229609.00,416151.00,1813458.00,467814.00,7143.00,390884.00,109458.00,1276179.00,57202.00,99099.00,246094.00,218194.00,27900.00,88663.00,28135.00,133704.00,22031.00,123815.00,2535146.00,421598.00,2113548.00
2011:Q4,10499275.00,3535161.00,5050512.00,379440.00,1971976.00,1037544.00,152939.00,91829.00,890623.00,526161.00,1913602.00,10499275.00,1381297.00,792.00,163654.00,552974.00,150096.00,402878.00,236731.00,4176.00,6303.00,5871.00,432.00,381429.00,75009.00,306420.00,2259618.00,433673.00,1825945.00,478746.00,7320.00,399918.00,107280.00,1280890.00,56444.00,112660.00,235672.00,209460.00,26212.00,85002.00,27009.00,104519.00,18284.00,107518.00,2491039.00,415487.00,2075552.00
2012:Q1,10601418.00,3621496.00,5050174.00,341477.00,1911311.00,1028797.00,162043.00,98018.00,980137.00,528391.00,1929748.00,10601418.00,1243179.00,767.00,162707.00,520241.00,145628.00,374613.00,218719.00,4311.00,6901.00,6535.00,366.00,382820.00,75314.00,307506.00,2304880.00,432158.00,1872722.00,499266.00,7588.00,406260.00,105035.00,1369949.00,58674.00,130172.00,227722.00,203628.00,24094.00,84900.00,30304.00,149291.00,77849.00,96142.00,2513741.00,407207.00,2106534.00
2012:Q2,10568723.00,3671875.00,4938575.00,324178.00,1856565.00,1005901.00,168067.00,102140.00,949036.00,532688.00,1958273.00,10568723.00,1230516.00,756.00,163513.00,517237.00,151693.00,365544.00,218420.00,4100.00,7036.00,6733.00,303.00,384459.00,75623.00,308836.00,2296702.00,432486.00,1864216.00,519787.00,7944.00,412849.00,99291.00,1400768.00,59998.00,143294.00,208057.00,193120.00,14937.00,86899.00,32182.00,130778.00,85602.00,88996.00,2469539.00,404380.00,2065159.00
2012:Q3,10873585.00,3769310.00,4989581.00,296556.00,1794493.00,1003413.00,172141.00,85832.00,1079731.00,557415.00,2114694.00,10873585.00,1241432.00,659.00,165568.00,532342.00,151148.00,381194.00,226038.00,4603.00,6634.00,6451.00,183.00,387380.00,75929.00,311451.00,2347820.00,432815.00,1915005.00,540308.00,9025.00,407217.00,94887.00,1508869.00,64309.00,157924.00,199648.00,186022.00,13626.00,85315.00,35270.00,139254.00,78144.00,77812.00,2563127.00,401732.00,2161395.00
2012:Q4,10993400.00,3860819.00,4939445.00,295897.00,1754032.00,955305.00,179369.00,90164.00,1103176.00,561502.00,2193136.00,10993400.00,1186900.00,632.00,166373.00,543982.00,149068.00,394914.00,230500.00,5204.00,6652.00,6584.00,68.00,394651.00,76756.00,317895.00,2382417.00,433133.00,1949284.00,560829.00,9037.00,413155.00,103950.00,1561282.00,66153.00,166098.00,185678.00,178284.00,7394.00,78701.00,36531.00,140026.00,72727.00,64367.00,2617555.00,403946.00,2213609.00
2013:Q1,11009326.00,3938330.00,4861074.00,267390.00,1709672.00,950325.00,181928.00,89105.00,1091674.00,570980.00,2209922.00,11009326.00,1088502.00,588.00,167151.00,540545.00,146261.00,394284.00,211922.00,5598.00,7809.00,7633.00,176.00,401091.00,78616.00,322475.00,2371283.00,433760.00,1937523.00,583873.00,8471.00,422558.00,104729.00,1634195.00,71842.00,172492.00,179943.00,172687.00,7256.00,74999.00,39787.00,147990.00,71843.00,66801.00,2635314.00,407220.00,2228094.00
2013:Q2,10876789.00,3980414.00,4753079.00,244001.00,1519110.00,946607.00,317790.00,103067.00,1057067.00,565437.00,2143296.00,10876789.00,1087674.00,568.00,165032.00,543229.00,145782.00,397447.00,202767.00,5548.00,8541.00,8311.00,230.00,407421.00,80523.00,326898.00,2358082.00,434395.00,1923687.00,606918.00,8013.00,448112.00,92319.00,1555889.00,74328.00,169049.00,168631.00,161514.00,7117.00,70078.00,34901.00,134789.00,71670.00,73668.00,2589562.00,403332.00,2186230.00
2013:Q3,11035394.00,4087724.00,4723562.00,225182.00,1470068.00,952666.00,327413.00,96121.00,1071310.00,580802.00,2224108.00,11035394.00,1099735.00,555.00,164837.00,555759.00,147417.00,408342.00,203102.00,5627.00,8579.00,8398.00,181.00,413730.00,82476.00,331254.00,2334388.00,435027.00,1899361.00,629962.00,7961.00,464654.00,90630.00,1620042.00,75115.00,175130.00,139068.00,132066.00,7002.00,69971.00,35151.00,134100.00,71056.00,72577.00,2663665.00,399103.00,2264562.00
2013:Q4,11130276.00,4137365.00,4750367.00,221037.00,1433434.00,959518.00,355463.00,112398.00,1095573.00,572944.00,2242544.00,11130276.00,1086401.00,550.00,164609.00,559153.00,147749.00,411404.00,196362.00,5787.00,8863.00,8657.00,206.00,423588.00,85259.00,338329.00,2321766.00,435661.00,1886105.00,653006.00,7728.00,481180.00,103707.00,1670024.00,75857.00,179253.00,126274.00,119437.00,6837.00,67939.00,35099.00,128949.00,31530.00,69706.00,2732945.00,395203.00,2337742.00
2014:Q1,11243003.00,4209619.00,4731761.00,214225.00,1390213.00,940613.00,385353.00,122725.00,1107596.00,571036.00,2301623.00,11243003.00,1028366.00,548.00,166353.00,540215.00,141919.00,398296.00,200506.00,6412.00,9522.00,9303.00,219.00,426600.00,87559.00,339041.00,2362676.00,440638.00,1922038.00,659577.00,6947.00,488513.00,90299.00,1727023.00,76418.00,190084.00,120082.00,113364.00,6718.00,71832.00,34541.00,128117.00,29807.00,81806.00,2796759.00,394399.00,2402360.00
2014:Q2,11490492.00,4271229.00,4762338.00,211696.00,1372356.00,950067.00,396620.00,113379.00,1129419.00,588801.00,2456925.00,11490492.00,1050616.00,529.00,169455.00,540745.00,143148.00,397597.00,200795.00,6264.00,9561.00,9368.00,193.00,430024.00,89924.00,340100.00,2408581.00,445856.00,1962725.00,666148.00,7047.00,495844.00,67549.00,1820796.00,77560.00,199981.00,109368.00,102852.00,6516.00,72451.00,33476.00,135196.00,31168.00,77007.00,2880331.00,396049.00,2484282.00
2014:Q3,11551902.00,4321458.00,4766164.00,208732.00,1368807.00,950838.00,401322.00,123900.00,1125866.00,586699.00,2464280.00,11551902.00,1115279.00,529.00,167896.00,520133.00,139092.00,381041.00,198871.00,5700.00,8802.00,8717.00,85.00,437296.00,92345.00,344951.00,2442624.00,451138.00,1991486.00,672719.00,7604.00,506459.00,72314.00,1798459.00,75644.00,201271.00,101425.00,95077.00,6348.00,69928.00,33092.00,134079.00,37586.00,75887.00,2868305.00,391401.00,2476904.00
2014:Q4,11670092.00,4409001.00,4779732.00,208992.00,1362748.00,962551.00,403271.00,123878.00,1123152.00,595140.00,2481359.00,11670092.00,1154988.00,529.00,168807.00,521731.00,139112.00,382619.00,197272.00,5339.00,9883.00,9699.00,184.00,447760.00,95799.00,351961.00,2463017.00,456483.00,2006534.00,679290.00,7688.00,509347.00,79461.00,1781160.00,73339.00,214831.00,95431.00,89273.00,6158.00,73938.00,34227.00,115469.00,34136.00,74414.00,2928035.00,399437.00,2528598.00
2015:Q1,11770307.00,4520928.00,4784763.00,194605.00,1364238.00,976163.00,403532.00,107412.00,1118788.00,620025.00,2464616.00,11770307.00,1111008.00,529.00,172063.00,522434.00,137756.00,384678.00,190786.00,5367.00,11147.00,10953.00,194.00,441995.00,95593.00,346402.00,2451614.00,451936.00,1999678.00,686117.00,7691.00,507120.00,68588.00,1823312.00,74065.00,231911.00,85789.00,79819.00,5970.00,76059.00,38922.00,114534.00,29192.00,77891.00,3042173.00,403640.00,2638533.00
2015:Q2,11866606.00,4674481.00,4764344.00,194541.00,1346921.00,949387.00,401308.00,135794.00,1136331.00,600062.00,2427781.00,11866606.00,1132129.00,509.00,172527.00,516477.00,134959.00,381518.00,172774.00,5281.00,10852.00,10606.00,246.00,441358.00,95385.00,345973.00,2440165.00,447431.00,1992734.00,692870.00,7751.00,532432.00,68302.00,1842354.00,73140.00,228140.00,77468.00,71698.00,5770.00,79616.00,39317.00,111165.00,32389.00,72660.00,3116930.00,412216.00,2704714.00
2015:Q3,11865008.00,4754631.00,4770140.00,196151.00,1310595.00,955341.00,398280.00,135387.00,1165498.00,608888.00,2340237.00,11865008.00,1193081.00,492.00,175695.00,505813.00,131062.00,374751.00,187172.00,5163.00,10678.00,10501.00,177.00,438281.00,95176.00,343105.00,2432835.00,442964.00,1989871.00,701278.00,8443.00,534635.00,67188.00,1788971.00,68676.00,231728.00,69829.00,64246.00,5583.00,78286.00,39282.00,96408.00,32095.00,77102.00,3121877.00,413975.00,2707902.00
2015:Q4,11726073.00,4807364.00,4646231.00,200636.00,1287652.00,958172.00,395508.00,131297.00,1051569.00,621397.00,2272478.00,11726073.00,1140977.00,492.00,178806.00,509526.00,127216.00,382310.00,172364.00,5563.00,10781.00,10628.00,153.00,436625.00,94968.00,341657.00,2426495.00,438543.00,1987952.00,708837.00,8386.00,541851.00,64376.00,1737331.00,65798.00,242246.00,64293.00,58894.00,5399.00,80014.00,39164.00,92123.00,21471.00,73036.00,3105518.00,408942.00,2696576.00
2016:Q1,11931674.00,4939181.00,4677052.00,206869.00,1257832.00,954619.00,414666.00,119463.00,1081953.00,641650.00,2315441.00,11931674.00,1000011.00,492.00,179798.00,514549.00,121256.00,393293.00,184187.00,5836.00,11443.00,11252.00,191.00,456667.00,97486.00,359181.00,2544425.00,447238.00,2097187.00,714374.00,8376.00,556659.00,52740.00,1769897.00,65316.00,267966.00,57189.00,51964.00,5225.00,80915.00,38851.00,62931.00,21094.00,80919.00,3257039.00,407523.00,2849516.00
2016:Q2,11994056.00,5012001.00,4629980.00,201474.00,1217573.00,912210.00,425140.00,111009.00,1104051.00,658523.00,2352075.00,11994056.00,694441.00,492.00,180909.00,511473.00,116685.00,394788.00,198507.00,6261.00,11725.00,11537.00,188.00,462785.00,97152.00,365633.00,2652969.00,454623.00,2198346.00,720760.00,8481.00,564445.00,17802.00,1841658.00,66408.00,286712.00,53293.00,48238.00,5055.00,87241.00,40173.00,74065.00,22924.00,74257.00,3416275.00,409293.00,3006982.00
2016:Q3,12140282.00,5097418.00,4643805.00,193575.00,1189244.00,896407.00,419196.00,125639.00,1167432.00,652312.00,2399059.00,12140282.00,604752.00,492.00,183306.00,518137.00,106102.00,412035.00,176137.00,6305.00,11564.00,11375.00,189.00,468459.00,98266.00,370193.00,2691741.00,460999.00,2230742.00,725800.00,8615.00,564896.00,11229.00,1859457.00,69325.00,310398.00,46019.00,41139.00,4880.00,91204.00,41055.00,75068.00,24547.00,71591.00,3580185.00,412437.00,3167748.00
